0,1,2,3,4,5,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_correct,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_choiceA_probs,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_choiceB_probs,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_choiceC_probs,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_choiceD_probs
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.40517688,0.42462173,0.10405803,0.06614331
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.12508497,0.58749527,0.19373538,0.09368431
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.30518654,0.36526045,0.14873604,0.18081704
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.34466776,0.581737,0.04347858,0.030116733
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,False,0.2598988,0.43866226,0.22580399,0.07563486
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,True,0.23520067,0.4677524,0.25036982,0.046677
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.36703488,0.4324728,0.14150456,0.05898788
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.2614637,0.37746692,0.11157901,0.24949041
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.34347793,0.3381528,0.17959161,0.13877763
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.13668527,0.4112673,0.05653548,0.3955119
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,True,0.15069345,0.67536116,0.1268966,0.04704879
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.386883,0.45231205,0.11084383,0.049961228
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.2823264,0.53576136,0.13129397,0.050618336
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,True,0.2969662,0.42872074,0.22769186,0.04662122
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.2860355,0.49422503,0.15073012,0.069009274
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.06467568,0.33102626,0.09558445,0.5087136
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.38487414,0.47525612,0.058563042,0.08130673
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.32109332,0.05579765,0.013781048,0.60932803
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,False,0.124589704,0.42478722,0.2829693,0.16765377
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.27751312,0.5025113,0.17502533,0.044950224
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.24111034,0.3244494,0.34002006,0.09442016
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,True,0.12243977,0.2759223,0.5154907,0.08614714
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.37391904,0.36241475,0.16986038,0.09380581
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.21341896,0.45180795,0.2307609,0.104012094
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,True,0.22213271,0.43491477,0.21031104,0.13264151
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,True,0.14509104,0.6451926,0.12704596,0.082670376
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.34275407,0.42656434,0.15939544,0.07128605
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.2333498,0.33952194,0.23517998,0.19194831
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.35671824,0.48378164,0.0747722,0.084727995
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.24152386,0.39820552,0.062028456,0.29824215
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.08146395,0.394763,0.23943587,0.28433713
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.09377525,0.058226373,0.10461385,0.7433845
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.11425693,0.5986635,0.1854573,0.10162222
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.14168529,0.4131955,0.29071933,0.15439987
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.20129798,0.21095848,0.19973148,0.38801202
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,True,0.30747023,0.48371857,0.16847979,0.04033132
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.30424815,0.3816127,0.27919382,0.0349452
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,True,0.20505393,0.35988083,0.19719844,0.23786671
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.22947279,0.48201343,0.22068183,0.06783203
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.3630897,0.47727242,0.10082637,0.0588115
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.17607936,0.12485896,0.31145263,0.38760906
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.32055995,0.40207225,0.18552586,0.091841966
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.15366173,0.28707787,0.46234718,0.09691323
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,True,0.31026652,0.40783766,0.20032312,0.08157266
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.18194865,0.3479859,0.32946643,0.14059901
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.90324277,0.07590093,0.009574625,0.011281665
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.30287385,0.35687262,0.23959294,0.10066054
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.16864534,0.3175421,0.2868754,0.22693712
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.40684208,0.36185285,0.14734843,0.08395661
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,False,0.4184392,0.33360884,0.17856793,0.069384016
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.31961495,0.15335293,0.050967056,0.47606504
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.24339263,0.13441417,0.02447864,0.5977146
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,True,0.29448166,0.41854283,0.22228642,0.06468904
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.6204596,0.015055005,0.008185265,0.3563
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.06754111,0.123260364,0.423551,0.38564757
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.29681116,0.34162754,0.28767923,0.07388214
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.32942745,0.15082288,0.4067886,0.112961106
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,False,0.17998238,0.5331466,0.05935189,0.22751905
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.28369087,0.22973986,0.098809876,0.38775942
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.33485952,0.35092977,0.27544793,0.0387628
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.51080304,0.17791334,0.12915124,0.18213244
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.48928782,0.344257,0.04079567,0.12565951
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.21207742,0.2639346,0.30857083,0.21541715
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.13618189,0.2666312,0.5099455,0.08724139
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.373374,0.3507524,0.23919235,0.036681335
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.35237482,0.27658218,0.28536183,0.08568116
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,True,0.22692268,0.37122074,0.31505093,0.086805664
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,True,0.21945165,0.42300412,0.26887777,0.08866648
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.38942134,0.37450284,0.18539235,0.05068345
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.0069156825,0.0048657903,0.0011602498,0.98705834
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.10130947,0.08733423,0.57395726,0.23739904
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.25715348,0.39211223,0.24924168,0.10149258
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.26266006,0.6500899,0.04820912,0.039040934
