0,1,2,3,4,5,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_correct,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_choiceA_probs,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_choiceB_probs,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_choiceC_probs,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_choiceD_probs
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.05416481,0.7535866,0.06332508,0.12892346
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.9601255,0.013695454,0.016391313,0.0097877
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,False,0.12792219,0.6861592,0.107721284,0.07819726
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.2911385,0.048275497,0.0724701,0.58811593
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.8626375,0.06297936,0.03588456,0.038498513
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,True,0.093515545,0.34206566,0.070589244,0.49382946
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.98862106,0.0052901274,0.0039006951,0.0021880916
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.09147687,0.33200455,0.08199933,0.4945193
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.24727112,0.40450856,0.15413505,0.19408533
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,True,0.0914056,0.15427616,0.24846618,0.50585204
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.42246717,0.31889495,0.07693699,0.18170087
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.0347433,0.039215837,0.9172906,0.008750236
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.020523299,0.004893789,0.97353685,0.0010460259
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.4312558,0.13676497,0.06310667,0.3688726
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,False,0.45464167,0.026053045,0.0121157905,0.50718945
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.17696744,0.07611275,0.66267073,0.08424913
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.08690522,0.59388936,0.043021202,0.2761842
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,True,0.06733236,0.051223755,0.87317926,0.008264626
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.10100788,0.7463529,0.06624258,0.08639662
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.02356109,0.012760001,0.94852597,0.015152877
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.023630105,0.0072067752,0.9662852,0.0028778766
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.015722686,0.014093725,0.96515834,0.0050252723
What do you call a young cow?,mare,lamb,kid,calf,D,True,0.022688577,0.054214876,0.020337908,0.9027587
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.001183109,0.9947791,0.0012545029,0.0027832363
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.024369547,0.92886114,0.02475331,0.022016052
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,True,0.019476373,0.0043798503,0.9682129,0.007930884
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.96450734,0.018952386,0.0058254865,0.010714709
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,True,0.05011688,0.6105486,0.22814535,0.111189164
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,True,0.0052040825,0.002070041,0.9878562,0.004869723
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.07906469,0.3151595,0.38917002,0.21660574
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.018568996,0.8671772,0.023565283,0.09068853
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.7103537,0.03374688,0.012318171,0.24358124
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,False,0.4565687,0.051225584,0.032056153,0.4601496
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.18969786,0.43422273,0.30791003,0.068169355
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.07320776,0.15021257,0.35199392,0.42458573
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.027084053,0.9399438,0.011378864,0.02159329
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.8902298,0.067582875,0.026259877,0.015927419
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,True,0.26697972,0.1792417,0.290938,0.26284057
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,True,0.00594505,0.015420286,0.97664326,0.0019913423
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,True,0.38800672,0.3910499,0.050106343,0.17083704
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,False,0.24145593,0.03424573,0.0034441839,0.7208542
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.12745853,0.5376696,0.103623055,0.23124883
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.49336982,0.11269629,0.1626961,0.23123778
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.005273096,0.9739575,0.01611588,0.004653491
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,True,0.0106527805,0.97784597,0.0038581812,0.007642996
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.040623106,0.9318291,0.017746918,0.009800781
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.065450825,0.5925434,0.06859188,0.27341387
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.3404865,0.5151396,0.09454968,0.04982418
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.2464653,0.038391884,0.090669505,0.62447333
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.075733736,0.5339748,0.30904093,0.08125044
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.8717134,0.09259852,0.03029812,0.0053898804
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.66455257,0.26850352,0.0257675,0.041176345
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.06890018,0.6797474,0.213892,0.03746038
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,False,0.111927964,0.6146054,0.109335154,0.1641315
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,False,0.20795788,0.08402258,0.062440276,0.6455793
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.9778788,0.009147776,0.003681626,0.009291832
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.10214869,0.70353454,0.17512359,0.01919317
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.012639403,0.9731801,0.0070348876,0.0071456707
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.0037804758,0.9924359,0.00087372126,0.002909936
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.04965695,0.021190984,0.9224317,0.0067203376
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.10316302,0.1023602,0.73882455,0.055652276
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,True,0.05811414,0.63462484,0.24466968,0.06259139
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,True,0.08989429,0.2501528,0.55066925,0.10928366
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.112361416,0.72132915,0.04947206,0.11683738
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.09234828,0.5746103,0.24141188,0.091629624
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,True,0.15649574,0.2312857,0.34181812,0.27040038
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.09041792,0.4381527,0.18408175,0.28734756
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.3169184,0.45396468,0.15325174,0.075865105
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.09659689,0.8609587,0.030633954,0.0118104415
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,True,0.047180645,0.05473051,0.80425894,0.09382992
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.054366134,0.71613336,0.11967789,0.10982261
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.01211733,0.002073031,0.9854262,0.00038347216
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.06913685,0.012889337,0.69825745,0.21971644
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.023364983,0.9629374,0.008233981,0.00546363
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.0766696,0.26552072,0.06872619,0.58908343
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.08787628,0.8806123,0.022392867,0.009118497
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.020147761,0.0024633708,0.9409059,0.03648288
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.029894572,0.9409553,0.0155698,0.013580221
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.009997526,0.006505514,0.0622067,0.9212903
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.53470147,0.19065368,0.022069763,0.25257507
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,True,0.11671561,0.19394077,0.0534363,0.6359073
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,False,0.49987647,0.16743764,0.05877614,0.27390972
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.04785241,0.036120895,0.9099903,0.006036407
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,True,0.11331096,0.4343653,0.3744463,0.0778774
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.751883,0.12467441,0.03079241,0.09265016
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,True,0.046377152,0.038448006,0.026321882,0.888853
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,False,0.43813142,0.094752565,0.31804928,0.1490667
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.17444542,0.6430995,0.07329002,0.109165154
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.025943039,0.94355375,0.0153707415,0.015132441
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.16831301,0.038147125,0.69763803,0.09590186
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.30775452,0.032691494,0.5572714,0.102282636
How many sides does a rhombus have?,4,6,8,10,A,True,0.9851885,0.008391405,0.0045623276,0.0018578046
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.02620329,0.1966666,0.05211146,0.7250187
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.0017113767,0.99673575,0.0008052455,0.0007476451
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.006939786,0.0052589276,0.0011642938,0.986637
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.015774336,0.027255608,0.31192392,0.6450461
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.44554088,0.5416399,0.0074883723,0.0053308336
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.80083966,0.043111328,0.13279223,0.023256816
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.08080275,0.2955642,0.40398836,0.21964467
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.4184734,0.11575282,0.08176104,0.3840128
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,True,0.37955537,0.15946317,0.36501485,0.09596663
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.063457474,0.5655903,0.32733858,0.043613642
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.852827,0.07748771,0.030108478,0.039576843
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.037620835,0.43392447,0.4619102,0.06654447
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.13205318,0.7599136,0.05211836,0.055914838
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.96719855,0.021036917,0.009047865,0.0027166617
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.82939136,0.037892554,0.062474262,0.070241705
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.0026544223,0.9942695,0.0011641699,0.0019119086
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.0136273345,0.92776716,0.013130901,0.045474686
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,True,0.03890591,0.2897327,0.45938846,0.21197295
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,True,0.0011018052,0.004730265,0.990026,0.0041419584
In British currency how many pence make a pound?,10,100,500,1000,B,True,0.004993103,0.9817214,0.010245183,0.003040323
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,False,0.054120343,0.34205112,0.24255055,0.36127797
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,True,0.13372628,0.034613114,0.25978583,0.5718748
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.33352563,0.051953275,0.3060603,0.30846077
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,True,0.97760606,0.014844163,0.0026927837,0.004856992
How many stars are on the American flag?,13,48,50,51,C,True,0.1141881,0.06980178,0.78645426,0.029555934
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,0.15491894,0.38342804,0.050294813,0.41135824
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.0101673035,0.9742588,0.011079699,0.0044941236
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.2706054,0.085817605,0.52160555,0.121971406
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,True,0.15789329,0.6805198,0.095767125,0.06581972
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,True,0.009871454,0.030406218,0.9459097,0.013812646
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.104521334,0.64529246,0.10953741,0.14064883
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.41211373,0.15042834,0.15642072,0.28103715
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.5579482,0.078518055,0.26770645,0.095827274
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,True,0.16741195,0.119643934,0.67255414,0.040390015
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.082737416,0.5068281,0.26293898,0.14749539
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.15935826,0.16963598,0.19524983,0.4757559
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.8198067,0.13593727,0.02827226,0.015983686
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,True,0.020816179,0.048588496,0.02801123,0.902584
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.047493324,0.053816985,0.25574553,0.64294416
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,False,0.071451694,0.04471333,0.8241348,0.059700128
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.54032165,0.13345003,0.18527701,0.14095134
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.009770521,0.005189084,0.0038712926,0.98116904
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.00177316,0.0036525277,0.009146655,0.9854277
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.041421656,0.0057837586,0.0026479976,0.9501466
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.15325297,0.2111149,0.23186435,0.4037678
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.5138095,0.018425353,0.44990662,0.017858462
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,True,0.21700375,0.042068098,0.7341142,0.006813985
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.047369655,0.9294048,0.011295316,0.011930231
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.058397897,0.22561778,0.48137897,0.23460537
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,False,0.13261612,0.32822803,0.35213727,0.18701869
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.016163792,0.92486584,0.008001657,0.050968673
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.068039425,0.036992393,0.05957731,0.8353909
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.041866764,0.89515084,0.032352127,0.030630376
