0,1,2,3,4,5,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_correct,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_choiceA_probs,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_choiceB_probs,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_choiceC_probs,/workspace/dongweiw/models/DeepSeekR1/Distill-Qwen-7B_choiceD_probs
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,True,0.0024106621,0.0010009957,0.4248671,0.5717212
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,True,0.48270544,0.18465129,0.17346384,0.15917936
When was the current Dalai Lama born?,1935,2000,1965,1975,A,True,0.44420132,0.23776384,0.23962863,0.07840619
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,False,0.63149685,0.0324384,0.0686721,0.26739258
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,False,0.058479074,0.7068768,0.1962926,0.03835151
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,True,0.93949723,0.045691278,0.004930029,0.009881432
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,True,0.0038531045,0.00019333935,0.00013340014,0.99582016
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,False,0.2894819,0.32294038,0.33843863,0.04913911
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,False,0.76934683,0.1841691,0.04109368,0.005390318
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,False,0.13774283,0.0039689965,0.007893292,0.8503949
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,True,0.27037698,0.71793544,0.0067160805,0.004971509
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,False,0.030643009,0.33463138,0.028786443,0.60593915
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,True,0.124093555,0.0108431745,0.7661272,0.09893601
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,True,0.94043183,0.015622043,0.020858163,0.023087882
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,True,0.91767615,0.04428272,0.022617402,0.015423727
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,False,0.32998183,0.31982934,0.26932332,0.080865525
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,False,0.65885645,0.05021365,0.113601096,0.17732881
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,False,0.20625861,0.07240358,0.5784666,0.14287117
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,True,0.48978177,0.38443413,0.08058177,0.045202274
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,True,0.42874286,0.44931868,0.07567761,0.046260796
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,False,0.38790673,0.06137576,0.02257888,0.5281386
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,True,0.12950793,0.8577967,0.008087379,0.0046080495
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,True,0.6927882,0.18939775,0.029045086,0.08876894
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,True,0.0021615976,0.98816293,0.0074277474,0.0022477058
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.03064865,0.88871455,0.030889029,0.04974767
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,True,0.54051656,0.067653574,0.15009603,0.24173395
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,False,0.31903383,0.42265117,0.22622888,0.032086078
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,True,0.63734734,0.21348462,0.08039905,0.06876895
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,False,0.2103833,0.08238729,0.2920883,0.41514117
 How many books are in the New Testament?,30,29,27,47,C,False,0.61201406,0.29595065,0.0605976,0.03143762
Which form of Buddhism focuses on social engagement that attracts lay participation?,Zen Buddhism,Chan Buddhism,Humanistic Buddhism,Pure Land Buddhism,C,False,0.17465404,0.6747684,0.12481961,0.02575798
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,They worshipped exclusively outside of the temple,They believed that nakedness was an elemental expression of non-attachment,They included women within the ranks of the leadership,They believed that the omniscient Jina must eat and sleep,B,False,0.20654525,0.28231388,0.4546746,0.056466326
The central prayer in Jainism is known by which of the following names?,Namokar Mantra,The Liberation Mantra,Ahimsa,Archaryas,A,True,0.5211776,0.44928315,0.018114556,0.011424707
When did the first Jaina temples appear?,Second century CE,Fifth century CE,Fifth century BCE,Eighteenth century CE,B,True,0.27939525,0.6702344,0.041528396,0.008841906
How many Jinas have appeared during our age?,7,42,24,13,C,False,0.37865233,0.33678037,0.202678,0.08188931
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,False,0.085385256,0.8423839,0.056436203,0.015794683
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,True,0.12371245,0.031771984,0.83231413,0.012201437
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,True,0.00074918097,0.0041949507,0.9948894,0.00016651316
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,True,0.0019032113,0.00547495,0.9916815,0.00094031956
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,True,0.00639512,0.9907913,0.0017897888,0.0010237823
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,True,0.08124173,0.5818304,0.25818565,0.07874218
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,True,0.0023668886,0.000803722,0.9967949,3.4427747e-05
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.66924787,0.22948599,0.055366077,0.045900088
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.5671677,0.24203746,0.07556778,0.11522711
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,True,0.97041774,0.0050133364,0.0026212838,0.02194774
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,False,0.03945057,0.017369851,0.6777636,0.26541603
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,True,0.95010185,0.014426534,0.033022664,0.0024488822
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,True,0.8939483,0.029188447,0.02400976,0.052853446
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,False,0.086459085,0.19945903,0.2242578,0.4898241
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,False,0.5974124,0.31236434,0.041944936,0.048278324
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,False,0.027539069,0.95573497,0.0153278,0.0013981317
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.12140332,0.2471649,0.50714946,0.124282315
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,False,0.043928165,0.4471384,0.4300088,0.07892461
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,False,0.23984642,0.35171154,0.13666038,0.27178162
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,True,0.72581744,0.1301319,0.04427515,0.09977559
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,True,0.6327192,0.08234883,0.004164471,0.28076744
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,True,0.8924563,0.027588943,0.06722465,0.0127302045
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,True,0.07975204,0.07318459,0.022495097,0.8245682
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,False,0.043129142,0.16925162,0.52954143,0.2580779
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,False,0.47416407,0.3664056,0.07103097,0.08839946
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,False,0.06733222,0.019291002,0.35835135,0.5550254
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,True,0.99724483,0.0020333482,0.00027518376,0.00044666734
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,True,0.013749762,0.9639328,0.019089654,0.0032278067
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.19485815,0.1505747,0.049654268,0.6049128
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,True,0.8819658,0.032631505,0.019485164,0.065917455
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,False,0.2558069,0.011641532,0.15156057,0.580991
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,True,0.002455616,0.0021086205,0.9601866,0.035249107
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,True,0.015571619,0.008078449,0.92647535,0.04987463
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,True,0.0069532623,0.007817763,0.97703594,0.008192945
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,True,0.28462303,0.30062184,0.22515535,0.18959983
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,True,0.8272696,0.055423606,0.0549923,0.06231444
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,True,0.9493055,0.03512298,0.01282047,0.0027510445
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,False,0.52191365,0.40965474,0.027231576,0.041200057
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,True,0.020286126,0.93268,0.016817788,0.030216092
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,True,0.0041752257,0.012464921,0.97485954,0.008500338
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,False,0.048783667,0.6375981,0.1082313,0.20538692
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,True,0.10991333,0.26573634,0.104063846,0.5202865
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,False,0.28508607,0.7001038,0.00783845,0.006971662
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,True,0.083638415,0.1326137,0.077959575,0.7057884
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.9893791,0.007978616,0.0018584334,0.0007838423
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,True,0.10526729,0.032866053,0.81515455,0.04671208
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.78488785,0.023517111,0.0464054,0.14518966
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,False,0.657927,0.035975706,0.060247973,0.24584934
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,False,0.29225028,0.35528597,0.08843767,0.2640261
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.07453377,0.063752115,0.44599816,0.415716
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,False,0.11590013,0.06552399,0.7797543,0.03882168
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,True,0.019287523,0.9366137,0.035199113,0.00889973
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,False,0.7642605,0.14815865,0.01649358,0.0710873
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,True,0.0013455977,0.00038702908,0.0037008296,0.99456656
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,True,0.10674301,0.37549183,0.4636705,0.054094724
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,True,0.021542165,0.09883479,0.29738042,0.5822426
When was the State of Israel established?,1947,1948,1945,1949,B,True,0.41923597,0.5176873,0.023467617,0.0396091
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,False,0.03079878,0.86559105,0.056647625,0.04696253
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,True,0.06874816,0.028324619,0.8985322,0.0043949233
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,False,0.78340966,0.16549951,0.030376088,0.020714693
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,True,0.8531393,0.066823035,0.021525437,0.058512203
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,True,0.99596316,0.0030366094,0.00014710595,0.0008531757
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,False,0.00059528754,0.0022730737,0.9876731,0.009458505
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.808171,0.14603351,0.014459276,0.03133619
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,True,0.28380272,0.06332495,0.5914957,0.061376646
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,True,0.023514409,0.009725982,0.94664663,0.020112941
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,True,0.058744814,0.0015716235,0.006289162,0.93339443
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,True,0.09819504,0.5695054,0.18489133,0.14740823
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,True,0.20853493,0.45905453,0.2069121,0.12549852
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,False,0.015162664,0.03184956,0.26667312,0.6863146
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,False,0.48307633,0.08593681,0.2999489,0.13103798
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,True,0.005790509,0.33654106,0.6486999,0.008968516
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,True,0.008872932,0.00073118525,0.00025318487,0.9901427
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,True,0.010620018,0.00035290504,0.006542803,0.9824843
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.2983508,0.45849872,0.22875349,0.014397003
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,False,0.10634172,0.04364255,0.15114206,0.69887376
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,True,0.009692913,0.97337556,0.011783585,0.005147867
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,False,0.66509724,0.03781651,0.050491665,0.24659462
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,True,0.23981921,0.055209514,0.021789927,0.68318135
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,True,0.0679045,0.0041260524,0.0576298,0.8703397
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,True,0.14650247,0.006615306,0.8076053,0.03927688
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,True,0.39255002,0.06509118,0.53237677,0.009982055
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,True,0.020982357,0.9205137,0.046916496,0.011587557
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,False,0.019204587,0.017485974,0.38875976,0.5745497
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.026624046,0.4230286,0.29074302,0.25960428
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.766018,0.080109395,0.06094401,0.09292852
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.67525196,0.1680835,0.040236454,0.11642804
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.35123956,0.15464868,0.032416124,0.46169567
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,False,0.16143864,0.5293369,0.091984965,0.21723944
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,False,0.01197727,0.0020976616,0.9258081,0.060116958
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,False,0.043588806,0.010765676,0.26910803,0.6765375
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,The Buddha,Laozi,The Queen Mother of the West,Confucius,C,False,0.18070094,0.18937296,0.20316753,0.42675856
 The theological term homoousios means which of the following?,of a similar substance,of the same substance,of like substance,of human substance,B,True,0.4808954,0.5000521,0.009303004,0.009749464
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",Es,Izanagi,Izanami,Kami,B,True,0.24969915,0.5411488,0.18556064,0.02359139
