0,1,2,3,4,5,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_correct,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_choiceA_probs,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_choiceB_probs,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_choiceC_probs,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_choiceD_probs
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.26553646,0.16359226,0.2676191,0.30325216
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.93890244,0.039983287,0.010268558,0.010845759
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.13116924,0.08944965,0.20960785,0.5697732
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,True,0.11025535,0.20279063,0.6546162,0.032337792
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.2620975,0.20412175,0.2969954,0.23678538
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.021643866,0.8920053,0.039809164,0.046541627
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.3333768,0.20538749,0.18700743,0.27422827
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.9430309,0.03832008,0.006870412,0.011778626
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.491307,0.21130851,0.14636911,0.15101537
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.042213533,0.030405266,0.9025651,0.024816055
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.015911842,0.9691686,0.007284972,0.007634585
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.87220085,0.08112732,0.023062484,0.023609396
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.26453763,0.21760271,0.2012496,0.31661007
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.14359982,0.764258,0.08182071,0.010321385
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,True,0.18070543,0.32978162,0.30739027,0.18212272
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.87146527,0.086286746,0.02590798,0.016339958
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.25882065,0.3649956,0.2691309,0.10705287
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.033377003,0.6347173,0.2751296,0.0567762
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.005796973,0.9902534,0.003251807,0.0006977798
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.7277846,0.185456,0.05272054,0.03403894
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.22769235,0.46355864,0.1887636,0.11998545
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.3352943,0.16728453,0.4373062,0.060114954
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.21543603,0.23294188,0.22054493,0.33107716
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.07439095,0.122649945,0.17028259,0.63267654
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,True,0.14588593,0.25010666,0.34996215,0.25404525
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.89937615,0.023781044,0.032759774,0.044083092
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.48770955,0.16209094,0.20490214,0.14529738
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.14174572,0.27536494,0.44003192,0.14285745
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.88993174,0.06199677,0.020127404,0.027944135
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.19297999,0.76325065,0.030533867,0.013235452
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.9462501,0.032378897,0.011102768,0.010268382
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,True,0.12022827,0.35337055,0.43635437,0.090046816
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.023831444,0.8600095,0.06949942,0.046659704
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.022062378,0.9528893,0.022062378,0.002985818
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.09237427,0.06653469,0.8233229,0.017768212
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.30548587,0.08286527,0.4375883,0.1740606
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.11080994,0.28076106,0.57160115,0.036827836
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,True,0.11918699,0.25830242,0.38174623,0.24076435
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.020642733,0.9343614,0.02048209,0.024513852
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.15662487,0.34748745,0.33679637,0.15909134
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,True,0.15235771,0.10888515,0.7044949,0.034262232
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.04821328,0.85460085,0.04897253,0.04821328
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.55947995,0.30897418,0.09133259,0.040213197
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.08870512,0.7844675,0.077068344,0.049759064
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,True,0.22172159,0.21999614,0.5487662,0.009516099
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.005444465,0.9746705,0.013266267,0.006618786
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.0020137837,0.0019366369,0.9953957,0.00065377983
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.0011081826,0.0025169146,0.035017446,0.9613575
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.26183012,0.26183012,0.21038643,0.26595336
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,True,0.13680315,0.24009702,0.5326785,0.090421356
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.27173793,0.3714217,0.12441069,0.23242977
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,True,0.002486711,0.012240021,0.012928038,0.97234523
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.21142511,0.5273863,0.20977978,0.051408745
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.30474204,0.1290359,0.15933807,0.406884
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.27849162,0.18263924,0.16117857,0.3776906
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.6198635,0.17212987,0.15672603,0.051280566
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.015470708,0.9204714,0.055712156,0.00834582
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.001270678,0.0015208024,0.9958664,0.0013421035
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,True,0.26034185,0.3700204,0.3214793,0.048158403
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.34747073,0.30664185,0.19644214,0.14944531
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.23365255,0.34802443,0.16568446,0.25263864
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.0038021686,0.0036851882,0.99036306,0.0021495514
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.41832015,0.24210514,0.12758045,0.21199432
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.0022315385,0.98105526,0.012544142,0.004169063
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.0015960557,0.053686436,0.9368614,0.007856061
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,True,0.8176119,0.09101963,0.029781511,0.061586965
How many sides does a rhombus have?,4,6,8,10,A,True,0.49584633,0.27598006,0.18241167,0.045761976
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.06057598,0.0665297,0.29816544,0.5747289
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.008595182,0.98573667,0.004600669,0.0010674411
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.007897771,0.017385613,0.025494317,0.9492223
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.09568886,0.10842968,0.18158554,0.61429596
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,True,0.75162745,0.13267012,0.029372336,0.08633009
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,True,0.18459304,0.23334748,0.37288818,0.20917131
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.10790836,0.54373926,0.29104266,0.057309695
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.15045571,0.19168556,0.44568226,0.21217656
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,True,0.6702064,0.16552931,0.11829846,0.045965828
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.1697526,0.39778218,0.30026174,0.13220346
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.7765151,0.14590287,0.046999108,0.030582903
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,0.011588742,0.053168792,0.02890737,0.9063351
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.010260391,0.9755275,0.008180296,0.0060317726
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.9721653,0.019709256,0.005826045,0.0022994059
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.22983812,0.268708,0.2905426,0.2109113
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.01299496,0.9773786,0.005903227,0.0037231182
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.0029450976,0.99272585,0.0030624173,0.0012666708
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,True,0.009570211,0.012003734,0.9761881,0.002237883
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.429833,0.23737633,0.25867805,0.074112505
In British currency how many pence make a pound?,10,100,500,1000,B,True,0.29747492,0.57339793,0.084564745,0.04456249
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.18371248,0.67199236,0.11406968,0.030225456
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.24268791,0.21085091,0.38479617,0.161665
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.66837233,0.12756109,0.06827853,0.13578808
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.099695705,0.57820886,0.2731265,0.04896889
How many stars are on the American flag?,13,48,50,51,C,False,0.7152748,0.14306396,0.07717722,0.064483985
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,0.023535796,0.25903416,0.21812864,0.4993014
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,True,0.18073817,0.16201265,0.45083973,0.20640947
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.27716574,0.16810952,0.36718497,0.18753973
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,True,0.21813606,0.33785573,0.2358613,0.20814687
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.3637169,0.2899804,0.12569721,0.22060545
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.13776362,0.31534407,0.18108685,0.3658055
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.39869657,0.18111609,0.15251502,0.2676722
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.30377862,0.30377862,0.29906896,0.09337389
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,True,0.08641827,0.1402707,0.74653995,0.026771132
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.101378806,0.41046947,0.40410572,0.084045984
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.22657353,0.49876347,0.2587551,0.015907956
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,True,0.19153748,0.61347896,0.12561335,0.06937027
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,True,0.03133603,0.15789908,0.080646954,0.7301179
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.0032373378,0.0050534126,0.005862062,0.9858472
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.05657736,0.8313982,0.06512014,0.046904277
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.52351975,0.22870885,0.12630501,0.121466346
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.018041614,0.3173066,0.053027254,0.6116245
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.0010259165,0.005766982,0.023349753,0.9698573
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.20081142,0.14128847,0.19463308,0.46326706
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.39687827,0.27923876,0.13931738,0.18456553
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.20863758,0.24776325,0.35214257,0.19145659
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,True,0.014748454,0.009979303,0.9713028,0.003969493
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.010590162,0.9683082,0.018586313,0.0025153838
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.2634353,0.38630235,0.27824315,0.072019204
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.0105164945,0.976715,0.00838448,0.004383927
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.109517954,0.8155812,0.029246971,0.045653876
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,True,0.3370794,0.47908643,0.12794091,0.055893246
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.0037081868,0.98878855,0.0064574243,0.0010459421
